MetaCyc_pathway	ERR011087	ERR011089	ERR011092	ERR011095	ERR011097	ERR011099	ERR011105	ERR011107	ERR011109	ERR011112	ERR011114	ERR011117	ERR011124	ERR011126	ERR011129	ERR011131	ERR011134	ERR011136	ERR011138	ERR011140	ERR011142	ERR011144	ERR011146	ERR011148	ERR011150	ERR011152	ERR011154	ERR011156	ERR011158	ERR011160	ERR011162	ERR011164	ERR011166	ERR011168	ERR011170	ERR011172	ERR011174	ERR011176	ERR011178	ERR011180	ERR011182	ERR011184	ERR011186	ERR011188	ERR011190	ERR011192	ERR011194	ERR011196	ERR011198	ERR011200	ERR011202	ERR011204	ERR011206	ERR011208	ERR011210	ERR011212	ERR011214	ERR011216	ERR011218	ERR011220	ERR011222	ERR011224	ERR011226	ERR011228	ERR011230	ERR011232	ERR011234	ERR011236	ERR011239	ERR011241	ERR011243	ERR011245	ERR011247	ERR011249	ERR011251	ERR011253	ERR011255	ERR011257	ERR011259	ERR011261	ERR011263	ERR011265	ERR011267	ERR011269	ERR011271	ERR4142301	ERR414232	ERR414233	ERR414234	ERR414235	ERR414236	ERR4142378	ERR414239	ERR414242	ERR414244	ERR414245	ERR414246	ERR414247	ERR414252	ERR4142534	ERR414256	ERR4142578	ERR4142590	ERR414261	ERR414262	ERR414263	ERR414264	ERR414266	ERR414267	ERR414268	ERR4142712	ERR414273	ERR414274	ERR414275	ERR414276	ERR414277	ERR414278	ERR414279	ERR414280	ERR414281	ERR414282	ERR414283	ERR414287	ERR414289	ERR414291	ERR414292	ERR414293	ERR414295	ERR414296	ERR414297	ERR414298	ERR4142990	ERR414301	ERR414303	ERR414304	ERR414305	ERR414306	ERR414307	ERR414308	ERR414310	ERR414313	ERR414314	ERR414317	ERR414319	ERR414327	ERR414330	ERR414331	ERR414340	ERR414348	ERR4143490	S112	S118	S121	S126	S127	S131	S137	S141	S143	S144	S146	S153	S155	S158	S186	S187	S193	S194	S195	S198	S200	S205	S224	S225	S227	S229	S231	S235	S239	S243	S244	S248	S249	S258	S263	S264	S268	S269	S278	S286	S288	S290	S297	S299	S304	S305	S312	S317	S327	S330	S332	S334	S342	S344	S347	S349	S350	S353	S354	S356	S365	S367	S370	S372	S378	S380	S381	S384	S389	S393	S395	S397	S398	S420	S421	S422	S424	S432	S434	S436	S439	S441	S446	S451	S456	S457	S458	S462	S463	S468	S470	S472	S475	S476	S478	S479	S483	S484	S485	S487	S488	S495	S497	S51	S517	S524	S526	S529	S53	S530	S536	S54	S543	S547	S550	S551	S552	S558	S561	S563	S577	S58	S584	S587	S589	S59	S591	S598	S60	S600	S602	S604	S614	S617	S618	S628	S638	S640	S643	S646	S655	S77	S80	S88	S92	SID31009	SID31021	SID31071	SID31112	SID31129	SID31160	SID31219	SID31236	SID31267	SID31300	SID31328	SID31333	SID31343	SID31360	SID31379	SID31416	SID31428	SID31450	SID31452	SID31512	SID31519	SID31537	SID31557	SID31637	SID31700	SID31711	SID31714	SID31723	SID31749	SID31750	SID31766	SID530050	SID530052	SID530055	SID530074	SID530075	SID530119	SID530154	SID530163	SID530167	SID530177	SID530215	SID530227	SID530251	SID530258	SID530295	SID530315	SID530331	SID530364	SID530368	SID530394	SID530444	SID530451	SID531414	SID531424	SID532749	SID532779	SID532796	SID532802	SID532826	SID532915
UNMAPPED	0.299412034539776	0.203763453385186	0.207674875297448	0.355905629568592	0.351541113261209	0.361874047782523	0.341274496223415	0.226344363495584	0.328673720687275	0.202846999927145	0.294026923762905	0.331450208129247	0.411106874538177	0.184009316586636	0.30013285897334	0.182510300586839	0.36943586029184	0.24464878850767	0.26017791514393	0.167428698282818	0.227466728842125	0.491114686308478	0.346584600034206	0.273923886723193	0.221711813321706	0.254056897497629	0.286490696338358	0.237590072438523	0.396313823907528	0.376217458055883	0.252104732986515	0.285705985642225	0.301992127399021	0.299258884128712	0.310770760250551	0.319275932088113	0.339024772106463	0.263471430274987	0.272731618949795	0.20448874248008	0.373254435892913	0.280268191526476	0.231024551312712	0.181554392032164	0.333492802199888	0.30494740160252	0.352302287424984	0.205047620929773	0.311014370604524	0.311782966826199	0.289438363910767	0.298571778723882	0.303608732248045	0.314261069947851	0.350141549360878	0.227267066317672	0.265700103897625	0.251788751089659	0.344880418270769	0.203487008275406	0.2212673981693	0.3284347191431	0.253379824767701	0.339826697538643	0.326517870984005	0.194655007892427	0.182522934245357	0.215119830875528	0.289762204794235	0.273873803774214	0.202808072581417	0.188208761843297	0.227448101295132	0.265088775682141	0.236634697072941	0.290644306053302	0.210389423268681	0.322174706634434	0.232658208871303	0.2837762171804	0.261476204770777	0.271912064455055	0.245092074752312	0.18705066084546	0.186819404386092	0.275516070402073	0.148064888192589	0.316865287241614	0.237331768022297	0.323577768677235	0.293007956454947	0.226033910602727	0.393969447952285	0.256687373763747	0.204223411196268	0.297026337099208	0.210007015963579	0.234031920452098	0.331611670707608	0.259476677312232	0.270764980420258	0.295165723254789	0.203197857514484	0.346518074844677	0.225979734057791	0.22739406171029	0.379549252651027	0.324930872962146	0.213535130688167	0.172830669120718	0.230093934970798	0.2540084517183	0.307406843500359	0.263241748669179	0.275858927129188	0.184414908097767	0.328398212964153	0.377476767778642	0.269609425974322	0.23374024595314	0.264627154493039	0.220288894559753	0.364499391782984	0.262844107723574	0.198246762039916	0.279817761509314	0.248996319889954	0.31003525622824	0.286413902719157	0.283897857381547	0.258762357501879	0.267441859092537	0.359526733778793	0.295231661127015	0.419048199378504	0.253336996436694	0.249532239396276	0.255187298787592	0.213007402440542	0.267633451460559	0.385324044012921	0.288147193201867	0.329072935479628	0.292935183839222	0.242634956806911	0.322823449014104	0.209849516628458	0.332631813270209	0.343590215062083	0.330570948929688	0.297516554881018	0.239325030289071	0.256448860934779	0.351218516527339	0.292319589603082	0.364393002634043	0.518476432456611	0.258721742840983	0.311678065397709	0.333575736466964	0.220951323022657	0.219297502808508	0.230827956205327	0.196675153536425	0.243486181523151	0.256604769931471	0.350012072963388	0.163167267218155	0.240970750916699	0.238831452291274	0.246330451603606	0.200131391213262	0.289954974939401	0.268237696163212	0.321003159727463	0.27039617629697	0.219586630546327	0.262652732935643	0.340988715932924	0.261510141063421	0.194053574575855	0.240929941301833	0.387975254540561	0.279934460251441	0.366280797221858	0.293213279535869	0.241541275074356	0.299365149889262	0.329652926004128	0.397893012147472	0.216602020579634	0.272091443577135	0.382478039705826	0.304003411055271	0.235665802856185	0.233913749537842	0.220385905796002	0.323261702242864	0.254444827742327	0.403072395364452	0.288865752982922	0.274275078570808	0.374688019150884	0.239340649024503	0.32083031876172	0.257845931473799	0.335529976768339	0.294571319502395	0.267956510366075	0.22936871010791	0.262608666623072	0.189521191440826	0.25723439382649	0.221004503936113	0.375799203341159	0.297932360594907	0.256001111327127	0.255244513610164	0.249659123217232	0.272987764604475	0.242796134621152	0.365826683934578	0.240560730176493	0.247523587862745	0.222733987366699	0.230021987505487	0.294004886205691	0.22946982751325	0.231010404571144	0.316940857729734	0.216065772723548	0.230860619693298	0.262053382698746	0.232251010308586	0.237784205108243	0.183103451922441	0.240960704261253	0.259696786639587	0.265451045218691	0.282717670830493	0.377223834723967	0.200938339958581	0.344424502644282	0.291881548860013	0.225315588084926	0.268983108537323	0.22860142481412	0.217048381380819	0.404950561918966	0.336376040764809	0.333637543195587	0.244124326724641	0.264204688764896	0.231736959113756	0.255214193203279	0.268116207167142	0.278434382791374	0.227024225696081	0.282427444009552	0.245747776148319	0.238137578339487	0.346683542309212	0.243885320875589	0.248918558791598	0.253432261465104	0.247942667170678	0.323916109813222	0.265140444318551	0.244643574135738	0.248750041614395	0.264264338153536	0.274547469963236	0.314244716222842	0.371784932653635	0.256428442338139	0.292072197744523	0.253643947878697	0.27557360060514	0.439909778441646	0.250592461364616	0.287566602308784	0.218031060281585	0.274236678353062	0.2975209219232	0.244217046551004	0.333464413735191	0.338383464310249	0.366952941534952	0.331246727005014	0.299314099479231	0.238347726252657	0.316670223617831	0.309546691047925	0.372589633601469	0.182527995187841	0.345863681925447	0.262924777950816	0.276310727224604	0.267960505865062	0.246749518932166	0.330792106981491	0.266243839344288	0.27604500895446	0.322308930660926	0.347462179749406	0.313991438882041	0.270827070465342	0.185022951258202	0.254109238789138	0.235106138340084	0.267828489136381	0.255206122488306	0.180768872759563	0.321852912709085	0.252119478858988	0.352166759003518	0.267366921306582	0.230277271415454	0.177807029152924	0.309290149025508	0.236532668453578	0.180952277393462	0.234715477756949	0.30196286408657	0.331482311102887	0.258351981381891	0.32003247448248	0.230455059966697	0.307322666099572	0.210925893710011	0.154381945052189	0.274893184808078	0.235060061806294	0.233098293485426	0.339336912040452	0.265407103921147	0.279765720028308	0.270048866393599	0.308734132531015	0.276366990479216	0.423086444695642	0.236502322038769	0.453455407895304	0.221024105741312	0.258778314373434	0.278638932489929	0.318898655289286	0.325547124655478	0.264342209477727	0.168495966321536	0.284176397587594	0.302058969419267	0.294488987468989	0.311649532335628	0.263106147645982	0.312718816946017
UNINTEGRATED	0.661357487636584	0.74767806413256	0.744767722211487	0.605748159654735	0.607171306847198	0.601447288661549	0.618731268200201	0.713086537224988	0.635601104550734	0.74675172209413	0.66628795424037	0.635798331857765	0.558828091623188	0.751616783467119	0.657608765085435	0.77007981732135	0.595244610019193	0.714351025937429	0.692835752340775	0.783594318454833	0.726687418897141	0.481744569775646	0.617033263385998	0.690718142496474	0.728780082412769	0.705475260136371	0.668699880206305	0.717054521155561	0.577194480591846	0.589699447726963	0.709430791285003	0.674684772636147	0.669480090011626	0.661390748476604	0.653496095385118	0.647345664626743	0.626918409689838	0.695968970612973	0.686322003713652	0.74804010309145	0.594130823614902	0.681508204506717	0.723747467886448	0.764820811444981	0.630449270296411	0.659342227390489	0.615282740807958	0.754911237111292	0.646926355379716	0.650977410048991	0.672934883202505	0.659102402073901	0.65731316705914	0.64488429717779	0.613866056440937	0.728384350322073	0.69417889994545	0.704469620888927	0.619182238390086	0.754046218264646	0.731285087905499	0.637143410635507	0.706484455566057	0.622690084327037	0.63586154441243	0.760090015951421	0.767735502744495	0.733563194661041	0.669934722096956	0.683429988687622	0.753647710841095	0.759870212704936	0.725996932357946	0.69090367750038	0.721362129920286	0.670712496116893	0.750117301369811	0.644300648844711	0.71972818322291	0.679759042936961	0.691511316801887	0.6887283104998	0.718763495208783	0.766999943862382	0.755313877168849	0.675801790811198	0.79794533740884	0.6384021983047	0.706498777047905	0.629603556956331	0.660550944190727	0.725021566904318	0.566037061706113	0.698275760108045	0.73465682065067	0.654965171792132	0.738747343726907	0.717247080855431	0.629847988117376	0.697039601007189	0.678824549483206	0.658736373444575	0.751553607380148	0.606058762450079	0.72762647067307	0.726068116472788	0.580108734486612	0.627660405985851	0.734620200857149	0.772549824583171	0.714744441002342	0.702183576693347	0.644934588654695	0.69189507864221	0.680942905810582	0.765927191095131	0.624077727560334	0.583079772788597	0.679001648262498	0.720711959941465	0.687491603688329	0.734040189635275	0.596695149960394	0.694173848197452	0.754872774511886	0.676206619146473	0.697606648377445	0.650718702064041	0.666704406530545	0.66694723925464	0.692417067328279	0.681342922989817	0.59695172113692	0.658714430337334	0.543294204989385	0.70623863382499	0.703165222198705	0.697309940094873	0.738715241494783	0.683601617734977	0.57345200125164	0.669033604923241	0.636053300640217	0.663648252985449	0.713121891314961	0.633590002091791	0.729360558433031	0.628230265851156	0.608133439726138	0.624274988624575	0.653084139629653	0.721182281337533	0.695390477060967	0.609673656569356	0.660466538390611	0.591897139793348	0.453799184824146	0.692011080277132	0.643605213186998	0.619511416552192	0.722870656084475	0.724613093743813	0.712446798690694	0.754042963376908	0.705723517110107	0.692043810035174	0.611237769115536	0.766153128495382	0.710391070660465	0.708858119474739	0.697284516106555	0.750621727740756	0.662559037880288	0.687413984689483	0.636386282942428	0.684889632460766	0.736810897193634	0.689481462051241	0.613679570253547	0.69287437768641	0.752770542720258	0.708597090758092	0.572863529932677	0.670364493444828	0.590626149856965	0.663681178137322	0.707716507701723	0.651586227549915	0.625175730546867	0.564750769954399	0.74399421758248	0.675962298888489	0.574806168479496	0.649664242122284	0.712273274098142	0.720792570256687	0.723007559623744	0.635623094006444	0.698611159488389	0.560336425709592	0.664436432132078	0.676247179201754	0.58619302007848	0.71541515119509	0.636962056678972	0.691480293063772	0.621283726807424	0.659289061996727	0.690182341264198	0.72388569300505	0.681789231070723	0.753263544263262	0.693120360357034	0.720943242843788	0.586754895363107	0.65544637268851	0.693212170191767	0.693933684332491	0.697577652003555	0.677086789210358	0.709365675143	0.596564007179754	0.713980108940719	0.705005207801503	0.724293354200776	0.718117421295848	0.660883629189701	0.719658849690691	0.720929466352296	0.641419679686743	0.739269109059166	0.718322325222959	0.693741337992385	0.718701572683011	0.712371061444945	0.757488552968887	0.704177533252702	0.690766230812711	0.681954810507634	0.663146546587054	0.581927756358748	0.741260877905437	0.608753768700374	0.6605266740436	0.720194443985586	0.678952758202668	0.72021921879282	0.734265112960212	0.557016991194057	0.620324689559694	0.624532024377175	0.701371276067515	0.690313348933526	0.715142020941804	0.698110225156508	0.6825677624922	0.674356134061744	0.722146146337974	0.673762612627778	0.700921979501177	0.704420185693942	0.613931306549399	0.70639681503133	0.699323312258407	0.690318843069199	0.699156807298972	0.629392822782643	0.683574125518896	0.70222702091927	0.701818950067896	0.676962835232697	0.681330156065748	0.637042189269569	0.586434995605021	0.690773681332888	0.661077847753336	0.700384451959044	0.672524658752083	0.519026771853631	0.692289503828153	0.66037168386104	0.710208861237991	0.676425971235376	0.652771855348815	0.709377883604799	0.623022603012525	0.625166351174133	0.590474418869735	0.630139562228717	0.658600112954078	0.710805428785184	0.639319281544351	0.647171936086118	0.584039558917186	0.758008647637698	0.610166430456814	0.688591956545424	0.672356844585565	0.681367281734883	0.699348935241444	0.624250746126659	0.681142475711393	0.675317586306878	0.629942795267026	0.61131800964082	0.64333683246058	0.678128285665933	0.758875024095331	0.69351955762157	0.706948041487839	0.678146619514326	0.693878732107438	0.760080631846658	0.637139232187789	0.697052430084966	0.60882165291032	0.680104217460621	0.71443137823241	0.76592359259275	0.641992926073922	0.711591929629733	0.758371131623277	0.705064548908908	0.647804761283379	0.622225974032601	0.688208283011771	0.63489945009161	0.715676854962343	0.647688044230919	0.732631282959813	0.780150047293331	0.673203817887595	0.709655506070192	0.707937077592112	0.622586391713959	0.685634534571085	0.669960818955167	0.676653223593554	0.647591327783063	0.674242556560736	0.538814390937234	0.705154202597759	0.515802705932341	0.718747920405396	0.688573900666016	0.674665630702703	0.633694617015389	0.630860656020984	0.689328425827578	0.785757186906804	0.675347466071851	0.657382754772568	0.663376677712428	0.647993761764421	0.686437602353142	0.648024778952266
PWY-6737: starch degradation V	0.000457074232039918	0.000810958168459352	0.000586951964477012	0.000653872065828165	0.000412167481127513	0.000436834150953111	0.000653642734867622	0.000724981283807795	0.000512333081863459	0.000791867175277423	0.000498232926068064	0.000517587805396356	0.000365729763577798	0.000499073168623093	0.000706523354103095	0.00059868670156042	0.000624318253745612	0.000277812431517245	0.000638791255909001	0.00045503297543674	0.000613818409444384	0.000486664066528616	0.000476444231660357	0.000661648483138143	0.00051789349372537	0.000467515117157295	0.000654764087396256	0.00052731854940915	0.000463759554701332	0.000522222892130177	0.00043333015006563	0.000553241769580088	0.000173452515867032	0.00066058310275733	0.000514536366118406	0.000477421503836487	0.00051589201415253	0.000514618626746561	0.000645403412102093	0.000717680111755583	0.00048088580481561	0.000449330118378623	0.000682811795339435	0.000777342623246785	0.00046737861153542	0.000485638681188075	0.000529150187462206	0.000432367293326922	0.000584264175072987	0.000615634661072684	0.000521937469574223	0.000546024738463312	0.000587087195217568	0.000547970028106876	0.000557909284729931	0.00042349988635833	0.000610062941072612	0.000651961785179131	0.000648833278181535	0.000430945042698002	0.000662927367918875	0.000468569802228458	0.000464805273580972	0.000480141799082281	0.000521430826857854	0.000528673060662951	0.000540907346176294	0.000787228869222254	0.000620645517628806	0.00063555611100661	0.000540893034636728	0.000633869607529477	0.0005985331255937	0.000621726971441329	0.000647541941123523	0.000581999585411833	0.000480608468385667	0.000426051878883943	0.000670621001986925	0.000594419261576612	0.000750747006548416	0.000621744335069961	0.000274259520122851	0.000587989833570141	0.00077666857821683	0.000503950695281307	0.000584013632369091	0.000650655250316662	0.000871095421018882	0.000516396564737719	0.000620201710537917	0.000739624262035805	0.000558108721452941	0.000446929585176465	0.000385208910633659	0.000731134259499879	0.000834224712759704	0.000764823621400549	0.00052064474312222	0.000368401837398259	0.000867305957817949	0.00071986041696107	0.00065357216817805	0.000669269011247412	0.000411259421632427	0.000550098046962216	0.000522790032518027	0.000648871320872285	0.000898662527870577	0.000627926832305017	0.000554382589139651	0.000335633339695498	0.000683112266932081	0.000703995503582464	0.000747642941395267	0.000634835044251286	0.00072595370780614	0.000550633054811001	0.00072250696938083	0.000555859340835416	0.000666061062457824	0.000642031800962074	0.00054285366079496	0.000670075272446956	0.000558266052273235	0.000580228433255665	0.000805299564512343	0.000552206148348484	0.000486069804524926	0.00082797887959492	0.000628824343695814	0.000545149377081506	0.000467745163346585	0.000712665074594302	0.000506806213110863	0.000562942200956498	0.000580716807418081	0.000530051394000097	0.000770528040806756	0.000699927103960614	0.000641530173639122	0.000695231166740881	0.00054886884930284	0.000442872074002903	0.000750981762799493	0.000519116804375815	0.000445047265667776	0.000638790742863136	0.000638031324376297	0.000438520345828279	0.000540276689969608	0.000455043510096105	0.000745255182125906	0.000463636917813515	0.000658935334868995	0.000538528778108933	0.000317137422678669	0.000709191464106618	0.000523635785351055	0.000588468746286391	0.000574017904493082	0.000825219723963815	0.000813756778357066	0.000688001767404268	0.00064511917638198	0.000736121696706731	0.000466713097569998	0.000432549911523123	0.000671266420508826	0.000830469625720715	0.000461146653609779	0.000575375149905917	0.000433441665078905	0.000568957306398859	0.000529765426480308	0.000756095712587703	0.000224587821800601	0.000542525973874213	0.000471194360208368	0.000682801957971551	0.000396059980537285	0.000505962777756736	0.000515805727784047	0.000638727288671307	0.000441685940911706	0.000634334224448941	0.000761543626367357	0.000599355894126497	0.000570567157696803	0.000502673812315259	0.000508531157851886	0.000705093362010069	0.000581403222509654	0.000505037786013456	0.000805620695893348	0.000641065522404442	0.000529668004899851	0.000508141503229329	0.000735602784140779	0.000467230614065394	0.000574911941283743	0.000679559752811723	0.000591671654334707	0.000691075904255932	0.000529526951662978	0.000584541620894055	0.000448772084373612	0.000611367045645089	0.00056033761461441	0.00051025077918321	0.00029524949680848	0.000678671648602473	0.000603918451162582	0.000725168833310084	0.000418841885973965	0.00067262081056072	0.000482371645782936	0.000643937553998726	0.000437450919486937	0.000668217971000828	0.000753010385622015	0.000444223375030869	0.000626162495234067	0.000715962172302037	0.000736079608069144	0.000652968836791406	0.00061029611565401	0.000754730271937885	0.000735469296686551	0.000496099826176236	0.000634432155054427	0.000680039013392594	0.000660301956027274	0.000555332741380853	0.000733866761129615	0.000851116805191626	0.000661617581392663	0.000666799795349535	0.000613345636869597	0.00050424488012406	0.000588262687455414	0.000806133221750662	0.000626135362556216	0.000659683617800213	0.000798260762279842	0.0007259450726123	0.000713047222803232	0.000576326757654043	0.000576365352485271	0.000516925078260969	0.000466518825620045	0.000672278237555826	0.000619674870240554	0.00065751380145002	0.00061285150254507	0.000670909739709445	0.000473566267225592	0.000639487416542208	0.0005644211689787	0.000671795057240427	0.000712232109330513	0.000545938768867695	0.000652433740635695	0.000732926046364102	0.000471046792501675	0.000770672980754499	0.000545169042286756	0.000702067518781056	0.000621752904767729	0.000689129655647939	0.000338896702810976	0.000543825227771264	0.000628141124067486	0.000536006971778735	0.000752106218196639	0.000605962046421674	0.000667207229796659	0.000752701149852277	0.000468255417600389	0.000799617462954662	0.000887661519279077	0.000618164697190565	0.000706758291815818	0.000439830384197337	0.000688956761232421	0.00055632815107995	0.00048326608321816	0.000543580142139755	0.000359041708610043	0.000520788340740872	0.000738774370403491	0.000643302028743878	0.000587415290384068	0.000496007375830899	0.00034114955130872	0.000608631052152178	0.000685522796617991	0.000693747205684829	0.000645262313375434	0.000633195238370605	0.000679692615531583	0.000518814374585175	0.000792477459868563	0.000613343148703755	0.000558968815656969	0.00058563766157544	0.000734082541350223	0.000564029022578998	0.000708022285286291	0.000728883356117432	0.00076912992143862	0.000875839621991234	0.000358236652951153	0.000505339926830653	0.000628283633851953	0.000541445012743421	0.000632268893702779	0.000552404525478235	0.000444602498647053	0.000601826475347195	0.000916803381321661	0.000526153452254495	0.000806270776254381	0.000541169732282889	0.000535466210159994	0.000791284102658384	0.000563164936845949	0.000690123509917463	0.000699532039491028	0.000573642018364345	0.000492200333939995	0.000666703146886934	0.00073137885727365	0.000633821608302215	0.000426103234969821	0.000667520898005917	0.000679332901195243	0.000879478689261387	0.000622586178584534	0.000636316239603081	0.000452039862448295	0.000559862933462896	0.000518633492085803	0.00060434392970568	0.000645297272765229	0.000585915175185784	0.000609724147483636	0.000446863831686551	0.000670802751237783	0.000221490582428693	0.000458634505075954	0.000636512576065904	0.000587923659787292	0.0006533560844185	0.000588845398136787	0.000511798629956945
PWY-1042: glycolysis IV (plant cytosol)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000727769414221078	0.000505694390453544	0.000735825978501062	0.000555223771263907	0.000824492624188924	0.000675502964795466	0.000427068772954769	0.00074723147821489	0.000622206543349221	0.000743079085910321	0.000578109709718875	0.000870481756822167	0.000825940726875565	0.000673771356151622	0.000681998705220948	0.00074589014769055	0.000573544673385296	0.00054431638676863	0.000832301799122451	0.000768219157234738	0.000582520721042367	0.000480851049616455	0.000534779014922831	0.000741347332280036	0.000750424773178345	0.000791296185248352	0.00040245313569734	0.00063748027662639	0.000624291843060759	0.000663344771646218	0.000453640053707863	0.000561388266255661	0.000666846896491842	0.000845289182277217	0.000783923186475601	0.00067319507949389	0.000805407019893822	0.000778240728944264	0.000662832884505175	0.000520287515708488	0.000554114098123699	0.000749549438215523	0.000704941360000247	0.000707763754748354	0.000772846300205425	0.000630671309415986	0.000660482062056347	0.000523268137833583	0.000779044326277966	0.00063092361270491	0.000803876805908056	0.00081821117470121	0.000608571138690236	0.000685953435575361	0.000658730817764396	0.000697847702368758	0.000678155414521483	0.000814271361110255	0.000686890584041118	0.000579850321346	0.000418015780164552	0.000735315906818102	0.000629154881391586	0.00101418842050331	0.000583012491047647	0.000755504071151574	0.000557988093183158	0.000667036023060919	0.000625285839640703	0.000758533648526377	0.000732878415031755	0.000534709684504987	0.000569479724660619	0.00074313401012379	0.00092071400173535	0.000746261795031482	0.000773127033337649	0.000779565364745856	0.000737518331681306	0.000618540199782327	0.000544906658947411	0.000731939620993414	0.000629985194113727	0.000728986739911027	0.000753147073816408	0.000895422078578942	0.000775318457802824	0.000820904812821757	0.000803383130770695	0.00076912824421508	0.000687027888430258	0.000914231529296541	0.00080697313514529	0.000639397880683773	0.000849589785596334	0.00089613067064715	0.000754490051690687	0.000631104563488025	0.000652845412821664	0.000701334302078082	0.00065952844643285	0.00088129763696072	0.000679109514068715	0.000882423874724642	0.000743513242760612	0.000769189874921078	0.000646626321220054	0.000807101042796758	0.000692297393748635	0.00070725568994051	0.000754229151146757	0.000646194999817621	0.000648456733087516	0.000754439390133251	0.000639385264185378	0.000870010308491537	0.000571468633850326	0.00090337437906064	0.0008220172072638	0.000710278110992806	0.000514123725133924	0.000615601116070084	0.000813818399632686	0.000722814118881467	0.000864399298325633	0.000713824553106228	0.000704373718884868	0.000720086505835131	0.000610100168105294	0.000849929660218518	0.000828166710109505	0.00110977173111683	0.00084794709950251	0.000530947927658103	0.000737419059669347	0.000609341454018603	0.000551145431696041	0.000757315622403288	0.000446237031331263	0.000527010161158437	0.000704259368019656	0.000762188955147715	0.000649920451411724	0.000706809410745535	0.000483840295566245	0.000665528572333393	0.000770624203837691	0.000832988868155429	0.000724099141565615	0.000775686544561357	0.000854721332110449	0.000597904239761185	0.0007930802562843	0.000774373295609255	0.000647767358002807	0.000703496704062501	0.000726757218522631	0.000478113616545118	0.000762151821295391	0.000917595381638371	0.000928286730566425	0.00111725774522198	0.000588075776013174	0.000586283919101754	0.000828171747951264	0.000633598941492807	0.000867792720957764	0.000688102627682254	0.000519595850857484	0.000576591579920634	0.000989040211529298	0.00060774081535021	0.00112860101735633	0.000662970175090809	0.000679082419324423	0.000963800964588525	0.000556135609570958	0.000858592851402597	0.000664356272292359	0.00066309121779361	0.000581300096662792	0.000711223295283276	0.000824390236242073	0.000892893571066671	0.000508340480265943	0.000869156594990216	0.000702198473519078	0.00117976019775614	0.000708890647526534	0.000730097831491316	0.000635821040222998	0.000631796517063043	0.000487155997382474	0.000809601584276852	0.000831687005489346	0.00061943611337407	0.000768096754284688	0.000484041243140498	0.000696772912765381	0.000806912155471858	0.000659394287293819	0.00059660236095205	0.000515627462414894	0.000543837246677219	0.000732894130726686	0.000507484859786499
