rows,cols,beta,edge
SID31452,S476,62.6352364538264,SID31452-S476
SID31512,S476,62.6571534967098,SID31512-S476
SID31519,S476,62.0595378275283,SID31519-S476
SID530075,S476,62.5195564862362,SID530075-S476
SID530331,S476,61.7988205990285,SID530331-S476
SID530394,S476,64.8712062203648,SID530394-S476
SID531414,S476,62.8882956336034,SID531414-S476
S141,S476,63.4525020796544,S141-S476
S143,S476,64.2765104582152,S143-S476
S153,S476,62.6247231415741,S153-S476
S155,S476,60.7470285583873,S155-S476
S158,S476,63.5988513514415,S158-S476
S198,S476,63.2784229973648,S198-S476
S225,S476,61.8454724502498,S225-S476
S243,S476,63.805030023483,S243-S476
S249,S476,61.967763729606,S249-S476
S268,S476,59.4758223092042,S268-S476
S299,S476,61.5081579687715,S299-S476
S305,S476,62.8593964971055,S305-S476
S384,S476,60.7704924620927,S384-S476
S456,S476,64.7275680369935,S456-S476
S457,S476,64.8146553148545,S457-S476
S463,S476,62.4033077208251,S463-S476
SID31519,S478,63.2432170108149,SID31519-S478
SID530075,S478,62.782303934494,SID530075-S478
S112,S478,63.6991972242882,S112-S478
S146,S478,64.01180217054,S146-S478
S153,S478,64.7492012416716,S153-S478
S155,S478,61.3873818542524,S155-S478
S186,S478,64.6701005475321,S186-S478
S225,S478,57.4361795814866,S225-S478
S268,S478,61.7486411661892,S268-S478
S305,S478,64.1386019835098,S305-S478
S463,S478,64.0873846853881,S463-S478
SID31009,S483,64.4535322458848,SID31009-S483
SID31021,S483,62.7040030276829,SID31021-S483
SID31428,S483,63.8028143361013,SID31428-S483
SID31512,S483,64.4822496739812,SID31512-S483
SID31766,S483,60.3133207936815,SID31766-S483
SID530075,S483,63.9273855749441,SID530075-S483
SID530331,S483,64.186860978654,SID530331-S483
SID530394,S483,63.8563823036899,SID530394-S483
SID531414,S483,63.6740578783185,SID531414-S483
S112,S483,63.5262916689024,S112-S483
S153,S483,64.6760876886505,S153-S483
S155,S483,62.1933129900479,S155-S483
S186,S483,64.7680697016625,S186-S483
S195,S483,64.7679283870704,S195-S483
S225,S483,63.1562009352313,S225-S483
S229,S483,60.5244397556744,S229-S483
S258,S483,59.6516117794576,S258-S483
S268,S483,62.3328906022986,S268-S483
S299,S483,64.7041083260333,S299-S483
S304,S483,64.722621966193,S304-S483
S305,S483,59.617748729147,S305-S483
S344,S483,64.6605448949875,S344-S483
S356,S483,64.5503831085383,S356-S483
S372,S483,64.017395235767,S372-S483
S380,S483,61.0525450107702,S380-S483
S398,S483,61.5540263208161,S398-S483
S457,S483,61.5067302951565,S457-S483
S472,S483,58.4985831910901,S472-S483
S478,S483,62.5982368034037,S478-S483
S463,S495,64.5788153805691,S463-S495
SID31766,S51,64.0644363040435,SID31766-S51
SID530075,S51,62.641167989874,SID530075-S51
SID530364,S51,62.0792756739338,SID530364-S51
S225,S51,63.7929901601245,S225-S51
S249,S51,64.5573447993738,S249-S51
S258,S51,62.2397772800043,S258-S51
S395,S51,63.9073559749949,S395-S51
S441,S51,63.3263800631063,S441-S51
SID31009,S524,59.2934691719994,SID31009-S524
SID31071,S524,64.1810085187634,SID31071-S524
SID31333,S524,62.5283198513671,SID31333-S524
SID31360,S524,64.0108817638844,SID31360-S524
SID31512,S524,62.9842432154061,SID31512-S524
SID31519,S524,64.1810976066116,SID31519-S524
SID530075,S524,59.4604920640077,SID530075-S524
SID530119,S524,63.3453440906279,SID530119-S524
SID530177,S524,64.731396474437,SID530177-S524
SID530215,S524,62.4147690954302,SID530215-S524
SID530258,S524,61.4536458246891,SID530258-S524
SID530315,S524,64.1535874179539,SID530315-S524
S155,S524,62.6304665405891,S155-S524
S225,S524,64.8808006402292,S225-S524
S249,S524,63.0607995777798,S249-S524
S258,S524,60.7079969044829,S258-S524
S268,S524,63.966753962536,S268-S524
S334,S524,63.9159002256786,S334-S524
S380,S524,61.9057509806866,S380-S524
S420,S524,64.2206718156265,S420-S524
S463,S524,61.2067405847787,S463-S524
SID31428,S529,64.853446347723,SID31428-S529
SID31512,S529,63.7831620697346,SID31512-S529
SID31714,S529,58.495144405072,SID31714-S529
SID530052,S529,63.2664946210301,SID530052-S529
SID530075,S529,63.9912217963205,SID530075-S529
SID530119,S529,61.8139494802594,SID530119-S529
SID530315,S529,59.3437089405886,SID530315-S529
S372,S529,63.5910810808152,S372-S529
S420,S529,60.5505221281602,S420-S529
S441,S529,64.2969778241133,S441-S529
S524,S529,64.1467695936879,S524-S529
SID31333,S530,64.1453237327338,SID31333-S530
SID31452,S530,62.8402752948056,SID31452-S530
SID530075,S530,63.9480429681662,SID530075-S530
SID530215,S530,62.5093600827874,SID530215-S530
SID530315,S530,64.94751658409,SID530315-S530
S268,S530,63.5237928928586,S268-S530
S380,S530,62.0783606423159,S380-S530
S381,S530,64.7167739077389,S381-S530
S441,S530,57.813322955361,S441-S530
SID31333,S536,62.0809556210765,SID31333-S536
SID31360,S536,61.9892683955121,SID31360-S536
SID31512,S536,64.0294489236331,SID31512-S536
SID530075,S536,64.8080346523693,SID530075-S536
SID530215,S536,61.9427307739951,SID530215-S536
SID530364,S536,63.2101194001912,SID530364-S536
S243,S536,62.7907315986035,S243-S536
S258,S536,63.8034885909946,S258-S536
S344,S536,64.6224538093851,S344-S536
S524,S536,63.7703410428221,S524-S536
S529,S536,64.0979923029157,S529-S536
SID530394,S551,63.7750068622239,SID530394-S551
S195,S551,64.8852304683405,S195-S551
S258,S551,63.4568605153684,S258-S551
S398,S551,62.0981224279979,S398-S551
S472,S551,64.631919196149,S472-S551
S344,S561,60.977052863628,S344-S561
S439,S561,62.5492872395832,S439-S561
SID31009,S563,61.2212924438725,SID31009-S563
SID31360,S563,63.7920289369903,SID31360-S563
SID31512,S563,60.8746992062474,SID31512-S563
SID31766,S563,62.7179177927631,SID31766-S563
SID530075,S563,60.2317830879828,SID530075-S563
SID530119,S563,64.8797581489681,SID530119-S563
SID530215,S563,63.3217947931117,SID530215-S563
SID530258,S563,62.2772163956344,SID530258-S563
SID530315,S563,60.5465544809356,SID530315-S563
S143,S563,61.6115973904975,S143-S563
S153,S563,64.6108553678108,S153-S563
S155,S563,62.2002513175762,S155-S563
S158,S563,62.9149143243705,S158-S563
S186,S563,64.0350005725572,S186-S563
S198,S563,64.3368746698561,S198-S563
S229,S563,61.5032412341908,S229-S563
S243,S563,64.6376335848915,S243-S563
S248,S563,62.0884171981591,S248-S563
S249,S563,64.3358469136398,S249-S563
S258,S563,59.6597013899874,S258-S563
S268,S563,61.8580545139917,S268-S563
S304,S563,57.0114180926208,S304-S563
S305,S563,60.5774012243733,S305-S563
S334,S563,58.8767428988501,S334-S563
S380,S563,62.8254104023349,S380-S563
S384,S563,64.9309416200255,S384-S563
S420,S563,63.8858680014756,S420-S563
S441,S563,64.2025820578943,S441-S563
S457,S563,64.6691639731469,S457-S563
S463,S563,58.5150509081639,S463-S563
S483,S563,62.9106652662636,S483-S563
S524,S563,62.89775954724,S524-S563
S529,S563,58.8751621765925,S529-S563
S536,S563,62.430794884879,S536-S563
S143,S577,63.9060315510403,S143-S577
S305,S577,63.6785104183095,S305-S577
SID31766,S58,64.2085269123497,SID31766-S58
SID530331,S58,62.3274949481081,SID530331-S58
SID531414,S58,62.8830010737166,SID531414-S58
S143,S58,63.8665306533959,S143-S58
S158,S58,64.9363224990885,S158-S58
S225,S58,63.871508577241,S225-S58
S243,S58,64.595942706316,S243-S58
S268,S58,64.0418897096071,S268-S58
S305,S58,63.3374595982384,S305-S58
SID31021,S589,64.4704488586558,SID31021-S589
SID31071,S589,62.2969423735292,SID31071-S589
SID31333,S589,63.5747286282869,SID31333-S589
SID31360,S589,64.3386527229113,SID31360-S589
SID31428,S589,62.577429013687,SID31428-S589
SID31512,S589,58.6871881539857,SID31512-S589
SID31519,S589,64.8999246409314,SID31519-S589
SID31766,S589,63.4675576635925,SID31766-S589
SID530075,S589,62.2922899088368,SID530075-S589
SID530258,S589,63.9079553999088,SID530258-S589
SID530368,S589,59.1722301345411,SID530368-S589
SID531414,S589,63.7040046676322,SID531414-S589
S112,S589,60.6840155226323,S112-S589
S143,S589,64.6940534557694,S143-S589
S146,S589,63.2320505690799,S146-S589
S153,S589,64.0609558264123,S153-S589
S155,S589,57.091577809807,S155-S589
S229,S589,63.2910595186577,S229-S589
S243,S589,62.6151342659004,S243-S589
S249,S589,64.1502246794172,S249-S589
S258,S589,57.3678779454942,S258-S589
S268,S589,61.1342917951013,S268-S589
S304,S589,64.1120072147975,S304-S589
S305,S589,63.7441055791593,S305-S589
S344,S589,61.4806881150726,S344-S589
S372,S589,60.7186993522803,S372-S589
S384,S589,64.5734748769668,S384-S589
S398,S589,64.3768040152297,S398-S589
S421,S589,64.6296490046613,S421-S589
S432,S589,64.8999452632458,S432-S589
S441,S589,63.0844103420045,S441-S589
S472,S589,57.6223319257701,S472-S589
S476,S589,61.8675883337677,S476-S589
S478,S589,63.5942711360912,S478-S589
S483,S589,62.7051423547737,S483-S589
S563,S589,62.7071107203283,S563-S589
S158,S591,61.5794617794595,S158-S591
S225,S591,64.0360485286686,S225-S591
S229,S591,62.1686119681427,S229-S591
S305,S591,62.7506083116926,S305-S591
S463,S591,60.5489219747007,S463-S591
SID31333,S600,64.552912519597,SID31333-S600
SID31512,S600,61.0305592134551,SID31512-S600
SID532826,S600,62.2784185006966,SID532826-S600
S112,S600,64.2237858626331,S112-S600
S372,S600,63.6509658684419,S372-S600
S393,S600,64.6585645338164,S393-S600
S441,S600,62.2749713132897,S441-S600
S536,S600,64.6369189785163,S536-S600
S589,S600,62.9940952070054,S589-S600
SID31009,S602,63.3305289348476,SID31009-S602
SID31021,S602,64.2360580857636,SID31021-S602
SID31328,S602,64.7258331595124,SID31328-S602
SID31360,S602,64.3091063675163,SID31360-S602
SID31428,S602,64.6511653751132,SID31428-S602
SID31766,S602,64.9758987709694,SID31766-S602
SID530075,S602,61.169547286038,SID530075-S602
SID530331,S602,61.4270794084662,SID530331-S602
SID530364,S602,58.7609614442429,SID530364-S602
SID530394,S602,64.0381003035781,SID530394-S602
SID531414,S602,59.4813534485756,SID531414-S602
SID532796,S602,59.9118874798724,SID532796-S602
S112,S602,62.7280715219594,S112-S602
S141,S602,64.6067050511263,S141-S602
S153,S602,63.7674416130364,S153-S602
S155,S602,62.3952694800582,S155-S602
S158,S602,61.3783552801097,S158-S602
S195,S602,63.7747958969368,S195-S602
S225,S602,56.8903024538509,S225-S602
S229,S602,64.3289249791023,S229-S602
S243,S602,57.3617079600192,S243-S602
S249,S602,64.7878322733244,S249-S602
S258,S602,61.8387794064215,S258-S602
S268,S602,62.3292889161459,S268-S602
S269,S602,62.7310631270131,S269-S602
S305,S602,62.4775659119641,S305-S602
S344,S602,55.0383857732651,S344-S602
S356,S602,63.2431614645752,S356-S602
S395,S602,59.2281304443322,S395-S602
S398,S602,63.9001402773372,S398-S602
S420,S602,62.2507047122745,S420-S602
S421,S602,63.9939267564682,S421-S602
S432,S602,61.0324382093723,S432-S602
S456,S602,62.0965505004683,S456-S602
S472,S602,64.4594107379937,S472-S602
S476,S602,64.7059871641884,S476-S602
S483,S602,61.6620190345661,S483-S602
S524,S602,64.5572811108882,S524-S602
S536,S602,64.5468474955142,S536-S602
S563,S602,64.930155623961,S563-S602
S589,S602,61.8011390985137,S589-S602
SID31512,S614,62.6898202104911,SID31512-S614
SID31766,S614,59.1631597393614,SID31766-S614
SID530075,S614,62.6528044097249,SID530075-S614
SID530331,S614,64.2322486495641,SID530331-S614
SID531414,S614,64.0291372371278,SID531414-S614
S112,S614,61.7143208519263,S112-S614
S155,S614,64.9651066771642,S155-S614
S195,S614,64.5639017856366,S195-S614
S225,S614,62.0991221180891,S225-S614
S243,S614,63.2842991698038,S243-S614
S258,S614,58.2048263294967,S258-S614
S268,S614,60.7589123243881,S268-S614
S269,S614,64.2412636067037,S269-S614
S344,S614,63.1735796414457,S344-S614
S372,S614,63.8841444123917,S372-S614
S384,S614,64.3430373837763,S384-S614
S398,S614,62.3101651942375,S398-S614
S420,S614,64.4456231815815,S420-S614
S456,S614,64.754309193975,S456-S614
S472,S614,58.0903770603207,S472-S614
S483,S614,58.6427401782849,S483-S614
S589,S614,58.7376308908025,S589-S614
S602,S614,57.7902499874022,S602-S614
SID31766,S618,60.6254168943158,SID31766-S618
SID530075,S618,61.6421342535947,SID530075-S618
SID530331,S618,62.7081666980993,SID530331-S618
SID530394,S618,61.8699995058986,SID530394-S618
S141,S618,63.607206297934,S141-S618
S143,S618,61.2106132059416,S143-S618
S153,S618,62.9370923852182,S153-S618
S155,S618,64.9849904048071,S155-S618
S198,S618,63.8189229853542,S198-S618
S225,S618,62.7798400133127,S225-S618
S229,S618,64.5447839003237,S229-S618
S243,S618,61.4678876231244,S243-S618
S268,S618,62.9091295868512,S268-S618
S305,S618,64.3473896871034,S305-S618
S327,S618,63.6066921305087,S327-S618
S395,S618,61.7083971031738,S395-S618
S456,S618,62.6092678692249,S456-S618
S463,S618,64.6802668533486,S463-S618
S602,S618,62.7007696762068,S602-S618
SID31428,S646,64.396545484551,SID31428-S646
SID31766,S646,64.450421747098,SID31766-S646
SID530394,S646,64.015356427367,SID530394-S646
SID531414,S646,64.2588703018891,SID531414-S646
S229,S646,61.7556900358276,S229-S646
S258,S646,61.5666558034443,S258-S646
S269,S646,64.6402890699836,S269-S646
S344,S646,60.1828478104361,S344-S646
S356,S646,57.8285547013408,S356-S646
S372,S646,64.1580136884289,S372-S646
S439,S646,62.8750113264638,S439-S646
S451,S646,63.7958549433572,S451-S646
S456,S646,64.9139809326634,S456-S646
S483,S646,60.1942265886817,S483-S646
S602,S646,64.2124632437889,S602-S646
SID31009,S655,59.154384149988,SID31009-S655
SID31328,S655,62.5751764889144,SID31328-S655
SID31333,S655,60.9132518111894,SID31333-S655
SID31360,S655,64.2661578299334,SID31360-S655
SID31428,S655,62.7740450143278,SID31428-S655
SID31452,S655,63.4411985898385,SID31452-S655
SID31512,S655,64.5247997121707,SID31512-S655
SID31519,S655,58.9160826023118,SID31519-S655
SID31766,S655,58.9375031710652,SID31766-S655
SID530075,S655,53.8611707680026,SID530075-S655
SID530119,S655,64.6560104508425,SID530119-S655
SID530215,S655,62.3947406717318,SID530215-S655
SID530258,S655,61.5783852123213,SID530258-S655
SID530331,S655,54.5727390454902,SID530331-S655
SID530364,S655,64.4110479788093,SID530364-S655
SID530394,S655,63.6342098427799,SID530394-S655
SID531414,S655,58.0820212301802,SID531414-S655
SID532796,S655,63.9627752777209,SID532796-S655
S112,S655,63.0088040159884,S112-S655
S141,S655,61.3884666306887,S141-S655
S143,S655,59.4133635230375,S143-S655
S146,S655,62.5523555634755,S146-S655
S153,S655,57.9472599545111,S153-S655
S155,S655,58.9781067318969,S155-S655
S158,S655,58.2976577745058,S158-S655
S186,S655,61.2844767666395,S186-S655
S198,S655,63.6011258754249,S198-S655
S225,S655,48.8550929493752,S225-S655
S229,S655,57.8523156639439,S229-S655
S243,S655,56.0585818639777,S243-S655
S249,S655,59.187599365365,S249-S655
S258,S655,60.1259638555028,S258-S655
S268,S655,54.3077393188243,S268-S655
S288,S655,62.5761873945621,S288-S655
S299,S655,62.6916246662694,S299-S655
S304,S655,57.605708258175,S304-S655
S305,S655,56.4475745906381,S305-S655
S327,S655,60.8007428781675,S327-S655
S334,S655,62.8072265719947,S334-S655
S344,S655,61.9409009917222,S344-S655
S380,S655,60.3238525453161,S380-S655
S381,S655,59.2413152065658,S381-S655
S395,S655,51.1216640549085,S395-S655
S398,S655,62.0346981753971,S398-S655
S420,S655,60.1072922109363,S420-S655
S421,S655,62.5873778066533,S421-S655
S432,S655,64.2660505755045,S432-S655
S441,S655,59.0248126800644,S441-S655
S456,S655,60.0779067380174,S456-S655
S457,S655,62.5696553632652,S457-S655
S463,S655,56.051526871459,S463-S655
S472,S655,64.9522371028533,S472-S655
S476,S655,60.9110734739439,S476-S655
S478,S655,61.3585260300331,S478-S655
S483,S655,59.7881560942287,S483-S655
S495,S655,63.1070381632636,S495-S655
S51,S655,59.9671569866492,S51-S655
S524,S655,62.818282138946,S524-S655
S529,S655,63.8033434428263,S529-S655
S536,S655,64.0356545788462,S536-S655
S563,S655,59.2213243148713,S563-S655
S58,S655,63.4615941110955,S58-S655
S589,S655,62.8133239546568,S589-S655
S591,S655,61.5625502461084,S591-S655
S602,S655,58.520840298377,S602-S655
S614,S655,64.7665124027958,S614-S655
S618,S655,53.1054037511722,S618-S655
SID31428,S92,64.9322003372909,SID31428-S92
SID31519,S92,64.6429716033238,SID31519-S92
SID31766,S92,64.6059018967559,SID31766-S92
SID530075,S92,64.2297297509623,SID530075-S92
SID530315,S92,62.3266586887682,SID530315-S92
S225,S92,63.2827334922447,S225-S92
S483,S92,64.7878046936984,S483-S92
S655,S92,64.1963962400828,S655-S92
SID31021,profiled_ERR011271,64.9928196031211,SID31021-profiled_ERR011271
SID530075,profiled_ERR011271,64.0979317387253,SID530075-profiled_ERR011271
SID530215,profiled_ERR011271,63.9834455306199,SID530215-profiled_ERR011271
S141,profiled_ERR011271,63.7597060604761,S141-profiled_ERR011271
S153,profiled_ERR011271,64.2675528458912,S153-profiled_ERR011271
S155,profiled_ERR011271,64.9947730989657,S155-profiled_ERR011271
S198,profiled_ERR011271,64.439910828655,S198-profiled_ERR011271
S229,profiled_ERR011271,64.0883183817339,S229-profiled_ERR011271
S249,profiled_ERR011271,63.9661768012732,S249-profiled_ERR011271
S268,profiled_ERR011271,62.1371391551669,S268-profiled_ERR011271
S299,profiled_ERR011271,64.2837466492188,S299-profiled_ERR011271
S381,profiled_ERR011271,64.3835250250374,S381-profiled_ERR011271
S463,profiled_ERR011271,63.9692555700893,S463-profiled_ERR011271
S476,profiled_ERR011271,64.0431975054995,S476-profiled_ERR011271
S524,profiled_ERR011271,61.776269928053,S524-profiled_ERR011271
SID530075,profiled_ERR011269,63.7442697858318,SID530075-profiled_ERR011269
SID530331,profiled_ERR011269,64.849048295817,SID530331-profiled_ERR011269
SID530394,profiled_ERR011269,61.6485970253012,SID530394-profiled_ERR011269
S141,profiled_ERR011269,64.672129838305,S141-profiled_ERR011269
S153,profiled_ERR011269,64.7042760956505,S153-profiled_ERR011269
S155,profiled_ERR011269,64.4370549482387,S155-profiled_ERR011269
S158,profiled_ERR011269,62.7592215788878,S158-profiled_ERR011269
S225,profiled_ERR011269,62.8947030122061,S225-profiled_ERR011269
S229,profiled_ERR011269,60.0024833569805,S229-profiled_ERR011269
S243,profiled_ERR011269,62.2967756082608,S243-profiled_ERR011269
S268,profiled_ERR011269,61.3519716233014,S268-profiled_ERR011269
S299,profiled_ERR011269,64.5811985375858,S299-profiled_ERR011269
S304,profiled_ERR011269,62.9879144131149,S304-profiled_ERR011269
S305,profiled_ERR011269,59.5489689250671,S305-profiled_ERR011269
S456,profiled_ERR011269,63.6583861662176,S456-profiled_ERR011269
S463,profiled_ERR011269,60.7798514703541,S463-profiled_ERR011269
S476,profiled_ERR011269,63.2686537918735,S476-profiled_ERR011269
S483,profiled_ERR011269,64.7909082182509,S483-profiled_ERR011269
S529,profiled_ERR011269,64.6724217296917,S529-profiled_ERR011269
S563,profiled_ERR011269,60.6137642134369,S563-profiled_ERR011269
S591,profiled_ERR011269,64.9574903446956,S591-profiled_ERR011269
S655,profiled_ERR011269,58.4740527792455,S655-profiled_ERR011269
profiled_ERR011271,profiled_ERR011269,60.5512874109206,profiled_ERR011271-profiled_ERR011269
SID31021,profiled_ERR011234,61.4056903013479,SID31021-profiled_ERR011234
SID31360,profiled_ERR011234,58.579412027166,SID31360-profiled_ERR011234
SID31428,profiled_ERR011234,60.2449600913656,SID31428-profiled_ERR011234
SID31452,profiled_ERR011234,62.9692597582251,SID31452-profiled_ERR011234
SID31512,profiled_ERR011234,59.9344725643379,SID31512-profiled_ERR011234
SID31766,profiled_ERR011234,64.9590290587654,SID31766-profiled_ERR011234
SID530075,profiled_ERR011234,61.5720232219146,SID530075-profiled_ERR011234
SID530215,profiled_ERR011234,64.8829935762291,SID530215-profiled_ERR011234
SID530331,profiled_ERR011234,61.5263597769615,SID530331-profiled_ERR011234
SID530394,profiled_ERR011234,61.0707250940222,SID530394-profiled_ERR011234
S112,profiled_ERR011234,63.1443176617751,S112-profiled_ERR011234
S143,profiled_ERR011234,63.2773061613468,S143-profiled_ERR011234
S153,profiled_ERR011234,59.3962806634262,S153-profiled_ERR011234
S155,profiled_ERR011234,60.1167626787595,S155-profiled_ERR011234
S158,profiled_ERR011234,62.0118630904507,S158-profiled_ERR011234
S186,profiled_ERR011234,64.8999447244146,S186-profiled_ERR011234
S195,profiled_ERR011234,61.9345306126449,S195-profiled_ERR011234
S205,profiled_ERR011234,61.2060979455084,S205-profiled_ERR011234
S225,profiled_ERR011234,63.4572975465852,S225-profiled_ERR011234
S229,profiled_ERR011234,60.5946942643141,S229-profiled_ERR011234
S243,profiled_ERR011234,59.4911363270079,S243-profiled_ERR011234
S258,profiled_ERR011234,60.9237753887257,S258-profiled_ERR011234
S268,profiled_ERR011234,54.8630846888134,S268-profiled_ERR011234
S269,profiled_ERR011234,63.00333142501,S269-profiled_ERR011234
S304,profiled_ERR011234,63.9882050709014,S304-profiled_ERR011234
S305,profiled_ERR011234,59.8710205421652,S305-profiled_ERR011234
S344,profiled_ERR011234,62.6322609136926,S344-profiled_ERR011234
S372,profiled_ERR011234,60.2901354498143,S372-profiled_ERR011234
S398,profiled_ERR011234,57.1188984421855,S398-profiled_ERR011234
S432,profiled_ERR011234,63.1324644292887,S432-profiled_ERR011234
S456,profiled_ERR011234,63.9073859309448,S456-profiled_ERR011234
S463,profiled_ERR011234,61.6812130221595,S463-profiled_ERR011234
S472,profiled_ERR011234,62.717805624482,S472-profiled_ERR011234
S476,profiled_ERR011234,60.7497711987196,S476-profiled_ERR011234
S478,profiled_ERR011234,64.8141977201591,S478-profiled_ERR011234
S483,profiled_ERR011234,58.7090015519334,S483-profiled_ERR011234
S529,profiled_ERR011234,64.2281405336638,S529-profiled_ERR011234
S536,profiled_ERR011234,63.914788519942,S536-profiled_ERR011234
S551,profiled_ERR011234,64.6938474348553,S551-profiled_ERR011234
S563,profiled_ERR011234,62.3919230854205,S563-profiled_ERR011234
S58,profiled_ERR011234,61.9864318315893,S58-profiled_ERR011234
S589,profiled_ERR011234,58.6204678788757,S589-profiled_ERR011234
S602,profiled_ERR011234,60.4489324311531,S602-profiled_ERR011234
S614,profiled_ERR011234,61.6042472264819,S614-profiled_ERR011234
S646,profiled_ERR011234,62.1233190821101,S646-profiled_ERR011234
S655,profiled_ERR011234,62.5319783165698,S655-profiled_ERR011234
profiled_ERR011271,profiled_ERR011234,64.8202500653848,profiled_ERR011271-profiled_ERR011234
profiled_ERR011269,profiled_ERR011234,58.3993272206548,profiled_ERR011269-profiled_ERR011234
SID530075,profiled_ERR011232,64.4150035034479,SID530075-profiled_ERR011232
SID530331,profiled_ERR011232,63.570906149445,SID530331-profiled_ERR011232
SID530394,profiled_ERR011232,64.5753296969703,SID530394-profiled_ERR011232
S225,profiled_ERR011232,62.1395418909822,S225-profiled_ERR011232
S268,profiled_ERR011232,62.3523979880888,S268-profiled_ERR011232
S305,profiled_ERR011232,63.3200123405312,S305-profiled_ERR011232
S327,profiled_ERR011232,63.7451155282032,S327-profiled_ERR011232
S463,profiled_ERR011232,64.9861925926791,S463-profiled_ERR011232
S478,profiled_ERR011232,64.8667522407092,S478-profiled_ERR011232
S602,profiled_ERR011232,59.9333152243029,S602-profiled_ERR011232
S614,profiled_ERR011232,64.7078470596515,S614-profiled_ERR011232
S618,profiled_ERR011232,62.2124400781346,S618-profiled_ERR011232
S655,profiled_ERR011232,60.1102888983627,S655-profiled_ERR011232
profiled_ERR011269,profiled_ERR011232,59.1396473959662,profiled_ERR011269-profiled_ERR011232
profiled_ERR011234,profiled_ERR011232,63.0181181746488,profiled_ERR011234-profiled_ERR011232
SID31360,profiled_ERR011196,64.5127458738551,SID31360-profiled_ERR011196
SID31428,profiled_ERR011196,61.452393284872,SID31428-profiled_ERR011196
SID31512,profiled_ERR011196,59.1318470752112,SID31512-profiled_ERR011196
SID31766,profiled_ERR011196,61.4221232062234,SID31766-profiled_ERR011196
SID530075,profiled_ERR011196,61.8235799360562,SID530075-profiled_ERR011196
SID530331,profiled_ERR011196,63.5803239438518,SID530331-profiled_ERR011196
SID530394,profiled_ERR011196,64.6744430553695,SID530394-profiled_ERR011196
SID531414,profiled_ERR011196,64.1973708138563,SID531414-profiled_ERR011196
S143,profiled_ERR011196,64.7913413719275,S143-profiled_ERR011196
S153,profiled_ERR011196,63.5493306899532,S153-profiled_ERR011196
S155,profiled_ERR011196,62.8646606266647,S155-profiled_ERR011196
S158,profiled_ERR011196,64.6132606468793,S158-profiled_ERR011196
S225,profiled_ERR011196,60.6283121743399,S225-profiled_ERR011196
S229,profiled_ERR011196,64.9802939096078,S229-profiled_ERR011196
S243,profiled_ERR011196,60.7033748379952,S243-profiled_ERR011196
S258,profiled_ERR011196,60.5787172195219,S258-profiled_ERR011196
S268,profiled_ERR011196,58.0133067825152,S268-profiled_ERR011196
S304,profiled_ERR011196,60.9547987569822,S304-profiled_ERR011196
S305,profiled_ERR011196,58.9874147069307,S305-profiled_ERR011196
S372,profiled_ERR011196,62.7300496180816,S372-profiled_ERR011196
S380,profiled_ERR011196,62.741797069081,S380-profiled_ERR011196
S384,profiled_ERR011196,64.0231639226249,S384-profiled_ERR011196
S398,profiled_ERR011196,63.4922918982679,S398-profiled_ERR011196
S457,profiled_ERR011196,62.4418669566531,S457-profiled_ERR011196
S472,profiled_ERR011196,61.5958127091817,S472-profiled_ERR011196
S476,profiled_ERR011196,59.0746163395982,S476-profiled_ERR011196
S478,profiled_ERR011196,63.869080035443,S478-profiled_ERR011196
S483,profiled_ERR011196,56.9151039191782,S483-profiled_ERR011196
S563,profiled_ERR011196,59.6871208479655,S563-profiled_ERR011196
S589,profiled_ERR011196,59.5246981842918,S589-profiled_ERR011196
S602,profiled_ERR011196,62.0823187536204,S602-profiled_ERR011196
S618,profiled_ERR011196,64.9856260915217,S618-profiled_ERR011196
S646,profiled_ERR011196,60.878309051936,S646-profiled_ERR011196
S655,profiled_ERR011196,60.6755971509769,S655-profiled_ERR011196
profiled_ERR011269,profiled_ERR011196,57.9671910065751,profiled_ERR011269-profiled_ERR011196
profiled_ERR011234,profiled_ERR011196,57.5638109881156,profiled_ERR011234-profiled_ERR011196
profiled_ERR011232,profiled_ERR011196,58.1675022063271,profiled_ERR011232-profiled_ERR011196
profiled_ERR011220,profiled_ERR011196,63.093223161586,profiled_ERR011220-profiled_ERR011196
SID31009,profiled_ERR011180,60.2064858479588,SID31009-profiled_ERR011180
SID31071,profiled_ERR011180,63.9515153023833,SID31071-profiled_ERR011180
SID31360,profiled_ERR011180,61.5236457798917,SID31360-profiled_ERR011180
SID31512,profiled_ERR011180,60.8096279648475,SID31512-profiled_ERR011180
SID31519,profiled_ERR011180,63.9255099493417,SID31519-profiled_ERR011180
SID31766,profiled_ERR011180,64.4862576353456,SID31766-profiled_ERR011180
SID530075,profiled_ERR011180,55.6289987046786,SID530075-profiled_ERR011180
SID530177,profiled_ERR011180,64.9029413598519,SID530177-profiled_ERR011180
SID530258,profiled_ERR011180,59.2197380312734,SID530258-profiled_ERR011180
SID530331,profiled_ERR011180,60.5254770764278,SID530331-profiled_ERR011180
S112,profiled_ERR011180,63.6007302794217,S112-profiled_ERR011180
S141,profiled_ERR011180,61.187999500265,S141-profiled_ERR011180
S143,profiled_ERR011180,60.2569221732446,S143-profiled_ERR011180
S153,profiled_ERR011180,55.7209544412911,S153-profiled_ERR011180
S155,profiled_ERR011180,61.715716190904,S155-profiled_ERR011180
S158,profiled_ERR011180,62.7556767474215,S158-profiled_ERR011180
