rows,cols,beta,edge
SID532915,S350,64.0935922314102,SID532915-S350
S350,S397,61.5248399976742,S350-S397
S365,S397,64.5319291131518,S365-S397
S350,S487,63.6163752693893,S350-S487
S350,S54,63.5840339134145,S350-S54
S397,S54,61.4686826191828,S397-S54
SID532915,S80,56.480513705499,SID532915-S80
S350,S80,58.3300612208542,S350-S80
S397,S80,62.4620056911793,S397-S80
