rows,cols,beta,edge
SID31267,SID31750,61.979883375825,SID31267-SID31750
SID31700,SID31750,63.8145744738928,SID31700-SID31750
SID31267,SID530295,60.8060909761076,SID31267-SID530295
SID31267,S353,62.2573755567729,SID31267-S353
SID31267,S497,60.6611455627596,SID31267-S497
S353,S497,62.0203367400865,S353-S497
SID31267,S547,59.1481667352393,SID31267-S547
SID31700,S547,61.9282238212457,SID31700-S547
S353,S547,62.7568369087835,S353-S547
S497,S547,63.552353059109,S497-S547
